Product_Name,Brand,Model,RAM,Storage,Color,Screen_Size,Battery,Main_Camera,Charging,Original_Price,Price,Discount_Percentage,Reviews,In_Stock
OnePlus OnePlus 11R,OnePlus,OnePlus 11R,12GB,2TB,Silky Black,6.9,4085mAh,61MP,45W,43000,37600,12.56,"display is okay. I love it Absolutely love the display. Highly recommend! Decent performance for the price. battery life is fine. Exceptional performance. Definitely worth the price. Worth every penny! display is top-notch Exceptional performance. Definitely worth the price. performance is disappointing. I love it Meets expectations, but camera is unremarkable. Highly impressed with the performance. Great job! Good value for money, but display is average.",TRUE
Apple iPhone 15,Apple,iPhone 15,16GB,2TB,Gold,6.7,4916mAh,84MP,45W,105000,96140,8.44,"Major flaws with the battery life. Needs urgent improvement. Worth every penny! battery life is top-notch The performance is neither here nor there. I love it Exceeds expectations! battery life is fantastic. camera is disappointing. It could be better Absolutely love the performance. Highly recommend! Very poor display. Would not recommend. Meets expectations, but performance is unremarkable. Terrible display! Extremely dissatisfied. A perfect balance of build quality and quality. It could be better",TRUE
Google Pixel 5a,Google,Pixel 5a,6GB,512GB,Kinda Coral,6.5,4006mAh,60MP,45W,41000,35120,14.34,"Really impressed with the camera. Not impressed Good value for money, but battery life is average. performance could use a lot of improvement. It could be better camera could use a lot of improvement. Highly recommended Not bad, but performance could use some refinement. Not impressed camera could use a lot of improvement. Highly recommended display could use a lot of improvement. Highly recommended Amazing build quality. Not impressed Meets expectations, but camera is unremarkable. build quality could use a lot of improvement. Not worth the price",TRUE
OnePlus 12,OnePlus,12,6GB,1TB,Flowy Emerald,6.4,4577mAh,98MP,65W,60000,54430,9.28,"Exceeds expectations! build quality is fantastic. Very poor build quality. Would not recommend. Good value for money, but battery life is average. Fair performance for the price. build quality is acceptable. A balanced experience overall, but build quality lacks wow factor. Decent performance for the price. battery life is fine. The build quality is neither here nor there. Highly recommended Major flaws with the build quality. Needs urgent improvement. A perfect balance of camera and quality. Highly recommended Amazing battery life. It could be better",TRUE
Xiaomi 14 Pro,Xiaomi,14 Pro,16GB,512GB,Green,6.1,5160mAh,90MP,65W,41000,37230,9.2,"Satisfactory build quality, but nothing extraordinary. Not satisfied with the performance. Not worth the price Highly impressed with the display. Great job! build quality is okay. Not worth the price The display is below par. Definitely not worth it. Unacceptable camera. It ruins the overall experience. Highly impressed with the camera. Great job! display could use a lot of improvement. Highly recommended The camera is neither here nor there. I love it Good value for money, but display is average.",TRUE
OnePlus Nord 3,OnePlus,Nord 3,6GB,256GB,Flowy Emerald,6.2,5498mAh,112MP,80W,63000,57400,8.89,"Satisfactory display, but nothing extraordinary. Mediocre battery life. Could have been better. Unacceptable battery life. It ruins the overall experience. camera could use a lot of improvement. Highly recommended Really impressed with the build quality. Not worth the price Good value for money, but camera is average. Worth every penny! build quality is top-notch Satisfactory performance, but nothing extraordinary. Really impressed with the battery life. Not impressed performance is disappointing. Not worth the price",TRUE
OnePlus 11,OnePlus,11,8GB,256GB,Morning Mist,6.5,4262mAh,59MP,80W,51000,45360,11.06,"Unacceptable display. It ruins the overall experience. Decent performance for the price. build quality is fine. Phenomenal performance! build quality is flawless. Terrible build quality! Extremely dissatisfied. battery life is okay. Not worth the price Satisfactory battery life, but nothing extraordinary. Unacceptable display. It ruins the overall experience. The performance is neither here nor there. Not impressed Not bad, but camera could use some refinement. I love it Good value for money, but build quality is average.",FALSE
Asus Zenfone 8 Flip,Asus,Zenfone 8 Flip,16GB,512GB,Sunset Red,6.5,5257mAh,81MP,33W,39000,34950,10.38,"Really impressed with the battery life. Not impressed Highly impressed with the display. Great job! A perfect balance of battery life and quality. Highly recommended Amazing build quality. Not impressed Very poor build quality. Would not recommend. Decent performance for the price. display is fine. Really impressed with the performance. Not impressed Really impressed with the performance. Highly recommended A balanced experience overall, but build quality lacks wow factor. Not satisfied with the build quality. Not impressed",TRUE
Xiaomi 14,Xiaomi,14,12GB,256GB,Green,6.7,5320mAh,148MP,33W,46000,41630,9.5,"Satisfactory build quality, but nothing extraordinary. performance is disappointing. Not worth the price A balanced experience overall, but performance lacks wow factor. Mediocre battery life. Could have been better. battery life doesn't meet the standards. Not impressed Superb performance! Makes everything better. build quality is okay. It could be better A perfect balance of build quality and quality. It could be better The performance is frustrating to deal with. I love it The camera is neither here nor there. Not impressed",TRUE
Samsung Galaxy A34 5G,Samsung,Galaxy A34 5G,16GB,1TB,Titanium Violet,6.7,5186mAh,172MP,65W,101000,95650,5.3,"Decent performance for the price. performance is fine. Good value for money, but display is average. Not satisfied with the camera. Not impressed display is disappointing. Highly recommended The performance is neither here nor there. Not impressed camera doesn't meet the standards. Highly recommended Phenomenal performance! camera is flawless. Superb performance! Makes everything better. Amazing build quality. It could be better A balanced experience overall, but performance lacks wow factor.",TRUE
Sony Xperia 10 V,Sony,Xperia 10 V,12GB,128GB,Midnight Blue,6.2,5475mAh,64MP,45W,22000,20590,6.41,"Highly impressed with the battery life. Great job! Exceeds expectations! battery life is fantastic. The display is frustrating to deal with. Highly recommended Highly impressed with the build quality. Great job! The build quality is below par. Definitely not worth it. Amazing build quality. Highly recommended The display is below par. Definitely not worth it. Meets expectations, but build quality is unremarkable. Exceptional performance. Definitely worth the price. A perfect balance of build quality and quality. I love it",TRUE
Apple iPhone 12,Apple,iPhone 12,8GB,2TB,Blue Titanium,6.1,5237mAh,81MP,45W,135000,125120,7.32,"Meets expectations, but display is unremarkable. The performance is neither here nor there. I love it camera is okay. It could be better camera is okay. Not impressed The performance is frustrating to deal with. I love it Exceptional performance. Definitely worth the price. A perfect balance of performance and quality. Not impressed camera doesn't meet the standards. Not impressed Unacceptable performance. It ruins the overall experience. Really impressed with the display. Not worth the price",TRUE
LG G7 ThinQ,LG,G7 ThinQ,8GB,512GB,Aurora Black,6.9,5410mAh,61MP,25W,21000,18210,13.29,"Terrible camera! Extremely dissatisfied. Amazing camera. Highly recommended camera is okay. I love it Major flaws with the build quality. Needs urgent improvement. Good value for money, but camera is average. battery life is disappointing. It could be better Major flaws with the display. Needs urgent improvement. Decent performance for the price. build quality is fine. Exceeds expectations! battery life is fantastic. Major flaws with the build quality. Needs urgent improvement.",FALSE
Huawei P60 Pro,Huawei,P60 Pro,12GB,1TB,Cyan,6.9,4139mAh,199MP,33W,17000,15950,6.18,"Not satisfied with the performance. Not impressed camera doesn't meet the standards. It could be better Terrible performance! Extremely dissatisfied. Worth every penny! build quality is top-notch The performance is neither here nor there. Not worth the price Meets expectations, but battery life is unremarkable. Unacceptable battery life. It ruins the overall experience. Superb battery life! Makes everything better. Worth every penny! display is top-notch Very poor build quality. Would not recommend.",TRUE
Realme Realme GT 2 Pro,Realme,Realme GT 2 Pro,6GB,2TB,Dawn White,6.5,5255mAh,64MP,100W,20000,18680,6.6,"Not satisfied with the build quality. Not impressed Good value for money, but camera is average. Unacceptable performance. It ruins the overall experience. The build quality is neither here nor there. It could be better Good value for money, but display is average. Exceeds expectations! performance is fantastic. Satisfactory build quality, but nothing extraordinary. A balanced experience overall, but display lacks wow factor. battery life is disappointing. Not worth the price Exceeds expectations! battery life is fantastic.",TRUE
OPPO Reno 11,OPPO,Reno 11,12GB,1TB,Ocean Blue,6.2,5243mAh,148MP,25W,33000,29420,10.85,A perfect balance of build quality and quality. I love it camera doesn't meet the standards. Highly recommended Exceeds expectations! battery life is fantastic. Exceeds expectations! camera is fantastic. build quality could use a lot of improvement. I love it Fair performance for the price. performance is acceptable. Unacceptable battery life. It ruins the overall experience. battery life is disappointing. Highly recommended Exceeds expectations! battery life is fantastic. Mediocre build quality. Could have been better.,TRUE
OPPO OPPO F21 Pro,OPPO,OPPO F21 Pro,12GB,512GB,Glowing Green,6.6,4720mAh,176MP,33W,26000,23760,8.62,"Superb camera! Makes everything better. Absolutely love the battery life. Highly recommend! The performance is neither here nor there. Not impressed Terrible performance! Extremely dissatisfied. Terrible battery life! Extremely dissatisfied. Highly impressed with the performance. Great job! Unacceptable build quality. It ruins the overall experience. Good value for money, but battery life is average. battery life could use a lot of improvement. It could be better Unacceptable performance. It ruins the overall experience.",TRUE
Apple iPhone 15 Pro Max,Apple,iPhone 15 Pro Max,6GB,128GB,Gold,6.4,4276mAh,90MP,45W,163000,143020,12.26,"performance doesn't meet the standards. I love it Decent performance for the price. build quality is fine. Highly impressed with the battery life. Great job! Phenomenal performance! display is flawless. Mediocre battery life. Could have been better. display could use a lot of improvement. Highly recommended Satisfactory build quality, but nothing extraordinary. display is okay. Not worth the price Absolutely love the camera. Highly recommend! Highly impressed with the camera. Great job!",TRUE
Google Pixel 6,Google,Pixel 6,8GB,256GB,Kinda Coral,6.5,4745mAh,170MP,100W,38000,33250,12.5,"display is disappointing. Highly recommended Highly impressed with the performance. Great job! Worth every penny! battery life is top-notch Superb performance! Makes everything better. build quality is disappointing. I love it The performance is below par. Definitely not worth it. Satisfactory performance, but nothing extraordinary. Good value for money, but camera is average. Good value for money, but display is average. display is okay. Highly recommended",TRUE
Realme Realme GT 2 Pro,Realme,Realme GT 2 Pro,12GB,512GB,Submarine Blue,6.8,4361mAh,194MP,33W,25000,22190,11.24,"Decent performance for the price. performance is fine. Satisfactory build quality, but nothing extraordinary. Worth every penny! camera is top-notch Terrible camera! Extremely dissatisfied. A perfect balance of display and quality. Highly recommended Highly impressed with the battery life. Great job! The battery life is neither here nor there. Highly recommended Phenomenal performance! build quality is flawless. Really impressed with the display. It could be better The build quality is frustrating to deal with. Highly recommended",TRUE
Vivo V29 Pro,Vivo,V29 Pro,8GB,256GB,Astral Blue,6.4,4361mAh,157MP,80W,32000,27560,13.88,"Not bad, but display could use some refinement. It could be better Really impressed with the build quality. Not worth the price Exceptional camera. Definitely worth the price. The display is frustrating to deal with. It could be better Highly impressed with the build quality. Great job! A perfect balance of performance and quality. Not worth the price Phenomenal performance! build quality is flawless. Absolutely love the build quality. Highly recommend! Highly impressed with the build quality. Great job! display could use a lot of improvement. I love it",TRUE
Asus Zenfone 8 Flip,Asus,Zenfone 8 Flip,16GB,1TB,Moonlight White,6.8,5061mAh,150MP,100W,38000,34380,9.53,"Meets expectations, but build quality is unremarkable. Mediocre display. Could have been better. Satisfactory build quality, but nothing extraordinary. Worth every penny! build quality is top-notch Exceptional display. Definitely worth the price. Terrible camera! Extremely dissatisfied. battery life is okay. Highly recommended Fair performance for the price. performance is acceptable. Exceptional performance. Definitely worth the price. Exceeds expectations! build quality is fantastic.",FALSE
Sony Xperia 1 V,Sony,Xperia 1 V,12GB,1TB,Burgundy Red,6.3,4547mAh,154MP,25W,29000,26310,9.28,"Terrible camera! Extremely dissatisfied. Major flaws with the display. Needs urgent improvement. Mediocre battery life. Could have been better. Worth every penny! build quality is top-notch Absolutely love the performance. Highly recommend! Very poor camera. Would not recommend. performance is okay. It could be better Not satisfied with the camera. Highly recommended Terrible battery life! Extremely dissatisfied. Meets expectations, but camera is unremarkable.",FALSE
Sony Xperia 5 V,Sony,Xperia 5 V,8GB,512GB,Platinum Silver,6.8,4523mAh,134MP,25W,32000,27810,13.09,battery life is disappointing. Not worth the price The battery life is neither here nor there. Highly recommended Terrible camera! Extremely dissatisfied. Not satisfied with the performance. Highly recommended Absolutely love the build quality. Highly recommend! Phenomenal performance! display is flawless. The battery life is below par. Definitely not worth it. performance is disappointing. Highly recommended Absolutely love the battery life. Highly recommend! Exceptional performance. Definitely worth the price.,TRUE
Vivo Vivo X90 Pro,Vivo,Vivo X90 Pro,8GB,256GB,Space Black,6.5,5401mAh,75MP,45W,16000,15150,5.31,"Meets expectations, but display is unremarkable. Terrible build quality! Extremely dissatisfied. Fair performance for the price. battery life is acceptable. Fair performance for the price. performance is acceptable. Meets expectations, but build quality is unremarkable. Very poor display. Would not recommend. camera is okay. Not worth the price A balanced experience overall, but build quality lacks wow factor. Good value for money, but display is average. Phenomenal performance! camera is flawless.",FALSE
Google Pixel 7,Google,Pixel 7,16GB,512GB,Kinda Coral,6.5,5184mAh,150MP,80W,45000,39530,12.16,"A perfect balance of performance and quality. Not worth the price Very poor build quality. Would not recommend. Fair performance for the price. camera is acceptable. Good value for money, but display is average. Highly impressed with the performance. Great job! Decent performance for the price. battery life is fine. Meets expectations, but battery life is unremarkable. performance is okay. Not impressed Very poor battery life. Would not recommend. battery life is okay. It could be better",FALSE
OPPO OPPO F21 Pro,OPPO,OPPO F21 Pro,6GB,128GB,Pearl White,6.3,4988mAh,178MP,25W,25000,23670,5.32,"Meets expectations, but camera is unremarkable. Phenomenal performance! camera is flawless. Major flaws with the battery life. Needs urgent improvement. Mediocre build quality. Could have been better. The performance is neither here nor there. It could be better Meets expectations, but camera is unremarkable. The camera is neither here nor there. It could be better A perfect balance of camera and quality. Highly recommended Worth every penny! performance is top-notch A balanced experience overall, but performance lacks wow factor.",FALSE
Nothing Phone (2a),Nothing,Phone (2a),12GB,2TB,White,6.5,5171mAh,135MP,25W,68000,58240,14.35,"Decent performance for the price. build quality is fine. Mediocre build quality. Could have been better. Superb performance! Makes everything better. Exceptional build quality. Definitely worth the price. Very poor display. Would not recommend. Good value for money, but build quality is average. Not satisfied with the display. I love it Exceeds expectations! build quality is fantastic. Superb performance! Makes everything better. camera could use a lot of improvement. Not worth the price",TRUE
Samsung Galaxy Z Flip 5,Samsung,Galaxy Z Flip 5,8GB,256GB,Titanium Violet,6.6,5122mAh,60MP,25W,86000,80900,5.93,"The camera is neither here nor there. It could be better A balanced experience overall, but camera lacks wow factor. Worth every penny! display is top-notch Fair performance for the price. performance is acceptable. A perfect balance of camera and quality. It could be better build quality is okay. Highly recommended camera could use a lot of improvement. It could be better The camera is frustrating to deal with. Not impressed camera could use a lot of improvement. Highly recommended battery life doesn't meet the standards. It could be better",TRUE
OPPO OPPO F21 Pro,OPPO,OPPO F21 Pro,6GB,2TB,Starlit Black,6.1,4671mAh,193MP,33W,17000,15760,7.29,"A perfect balance of camera and quality. Not worth the price Terrible display! Extremely dissatisfied. Absolutely love the battery life. Highly recommend! camera is okay. It could be better Meets expectations, but build quality is unremarkable. Phenomenal performance! camera is flawless. A perfect balance of performance and quality. Highly recommended Worth every penny! display is top-notch Mediocre battery life. Could have been better. Exceeds expectations! performance is fantastic.",TRUE
OnePlus 12R,OnePlus,12R,6GB,1TB,Flowy Emerald,6.7,4540mAh,104MP,25W,50000,46030,7.94,"build quality is okay. Highly recommended Mediocre battery life. Could have been better. Unacceptable battery life. It ruins the overall experience. Amazing build quality. It could be better Very poor performance. Would not recommend. Good value for money, but build quality is average. A balanced experience overall, but display lacks wow factor. Satisfactory battery life, but nothing extraordinary. performance is okay. Not worth the price Exceptional battery life. Definitely worth the price.",TRUE
Huawei Mate 50 Pro,Huawei,Mate 50 Pro,16GB,2TB,Silver Frost,6.8,4150mAh,117MP,45W,25000,22340,10.64,"Very poor display. Would not recommend. Highly impressed with the display. Great job! A balanced experience overall, but display lacks wow factor. Highly impressed with the build quality. Great job! A perfect balance of camera and quality. I love it The performance is frustrating to deal with. It could be better battery life is okay. Not worth the price Decent performance for the price. performance is fine. Good value for money, but performance is average. Decent performance for the price. build quality is fine.",TRUE
Asus Zenfone 8 Flip,Asus,Zenfone 8 Flip,16GB,256GB,Midnight Black,6.4,4036mAh,88MP,65W,32000,29590,7.53,"display is okay. It could be better Exceptional build quality. Definitely worth the price. Highly impressed with the build quality. Great job! A perfect balance of display and quality. Highly recommended display is okay. It could be better Satisfactory camera, but nothing extraordinary. Exceeds expectations! battery life is fantastic. A balanced experience overall, but battery life lacks wow factor. Mediocre battery life. Could have been better. The performance is neither here nor there. I love it",FALSE
OnePlus 12R,OnePlus,12R,6GB,256GB,Silky Black,6.7,5037mAh,116MP,45W,68000,63770,6.22,"The battery life is neither here nor there. It could be better Highly impressed with the battery life. Great job! Very poor performance. Would not recommend. Not bad, but battery life could use some refinement. I love it Phenomenal performance! camera is flawless. The build quality is frustrating to deal with. It could be better Unacceptable build quality. It ruins the overall experience. Terrible build quality! Extremely dissatisfied. Decent performance for the price. battery life is fine. Terrible battery life! Extremely dissatisfied.",TRUE
Google Pixel 8 Pro,Google,Pixel 8 Pro,16GB,256GB,Obsidian,6.1,4807mAh,55MP,65W,37000,31990,13.54,"Satisfactory performance, but nothing extraordinary. Absolutely love the performance. Highly recommend! Worth every penny! camera is top-notch build quality could use a lot of improvement. Not worth the price Major flaws with the battery life. Needs urgent improvement. Major flaws with the performance. Needs urgent improvement. A perfect balance of build quality and quality. Highly recommended Phenomenal performance! camera is flawless. Fair performance for the price. display is acceptable. Meets expectations, but battery life is unremarkable.",FALSE
iQOO 11,iQOO,11,12GB,128GB,Beta,6.8,4938mAh,156MP,65W,24000,22030,8.21,"Unacceptable build quality. It ruins the overall experience. Unacceptable build quality. It ruins the overall experience. Satisfactory performance, but nothing extraordinary. display is disappointing. I love it Unacceptable camera. It ruins the overall experience. Meets expectations, but camera is unremarkable. Unacceptable camera. It ruins the overall experience. camera could use a lot of improvement. I love it The camera is neither here nor there. Not worth the price camera is okay. Highly recommended",FALSE
Motorola Moto G84,Motorola,Moto G84,12GB,128GB,Deep Green,6.3,4428mAh,195MP,33W,17000,14660,13.76,"Phenomenal performance! display is flawless. camera is okay. Highly recommended Terrible performance! Extremely dissatisfied. Exceeds expectations! battery life is fantastic. Unacceptable performance. It ruins the overall experience. A balanced experience overall, but performance lacks wow factor. Highly impressed with the performance. Great job! Mediocre battery life. Could have been better. Highly impressed with the battery life. Great job! Mediocre battery life. Could have been better.",TRUE
Sony Xperia Ace 3,Sony,Xperia Ace 3,16GB,2TB,Frosted Black,6.8,4329mAh,120MP,45W,36000,32010,11.08,"Unacceptable display. It ruins the overall experience. Decent performance for the price. build quality is fine. Amazing battery life. Not impressed A perfect balance of battery life and quality. Not impressed display doesn't meet the standards. I love it Satisfactory build quality, but nothing extraordinary. Worth every penny! display is top-notch Mediocre build quality. Could have been better. Meets expectations, but performance is unremarkable. Exceeds expectations! camera is fantastic.",TRUE
Samsung Galaxy A54 5G,Samsung,Galaxy A54 5G,8GB,256GB,Phantom Black,6.2,5008mAh,165MP,80W,80000,74230,7.21,"Good value for money, but performance is average. Major flaws with the performance. Needs urgent improvement. Mediocre performance. Could have been better. Not satisfied with the performance. I love it performance is disappointing. It could be better Really impressed with the display. It could be better performance is disappointing. I love it Mediocre performance. Could have been better. Amazing camera. I love it Very poor battery life. Would not recommend.",FALSE
Xiaomi Xiaomi 12,Xiaomi,Xiaomi 12,16GB,256GB,Red,6.9,4123mAh,119MP,33W,46000,42930,6.67,"Phenomenal performance! performance is flawless. Superb battery life! Makes everything better. Not bad, but camera could use some refinement. Not worth the price Absolutely love the display. Highly recommend! Phenomenal performance! display is flawless. battery life could use a lot of improvement. It could be better Unacceptable build quality. It ruins the overall experience. Major flaws with the battery life. Needs urgent improvement. Decent performance for the price. performance is fine. build quality is disappointing. Highly recommended",FALSE
Motorola Moto G Power,Motorola,Moto G Power,6GB,1TB,Carbon Grey,6.6,4789mAh,82MP,65W,37000,34140,7.73,"camera is disappointing. It could be better Terrible build quality! Extremely dissatisfied. A balanced experience overall, but performance lacks wow factor. Absolutely love the display. Highly recommend! Terrible build quality! Extremely dissatisfied. Amazing battery life. I love it Decent performance for the price. performance is fine. The camera is frustrating to deal with. Highly recommended Satisfactory camera, but nothing extraordinary. Satisfactory display, but nothing extraordinary.",TRUE
Nothing Phone (2),Nothing,Phone (2),8GB,512GB,Clear,6.4,5377mAh,49MP,45W,37000,32570,11.97,Superb display! Makes everything better. The performance is frustrating to deal with. Not worth the price battery life doesn't meet the standards. It could be better Not satisfied with the battery life. Not impressed The battery life is below par. Definitely not worth it. Not satisfied with the battery life. Not worth the price Phenomenal performance! performance is flawless. Exceeds expectations! performance is fantastic. Absolutely love the display. Highly recommend! Fair performance for the price. camera is acceptable.,TRUE
